time_period,time_identifier,level,country_code,country_name,school_type,characteristic_breakdown,characteristic_label,characteristic_2,headcount
201516,,NATIONAL,E92000001,England,State-funded primary,Age_6,Age_gender,Female,309545
201516,,NATIONAL,E92000001,England,State-funded primary,Age_7,Age,Total,633780
201516,,NATIONAL,E92000001,England,State-funded primary,Age_7,Age_gender,Male,322855
201516,,NATIONAL,E92000001,England,State-funded primary,Age_7,Age_gender,Female,310925
201516,,NATIONAL,E92000001,England,State-funded primary,Age_8,Age,Total,609590
201516,,NATIONAL,E92000001,England,State-funded primary,Age_8,Age_gender,Male,310800
201516,,NATIONAL,E92000001,England,State-funded primary,Age_8,Age_gender,Female,298795
201516,,NATIONAL,E92000001,England,State-funded primary,Age_9,Age,Total,576030
201516,,NATIONAL,E92000001,England,State-funded primary,Age_9,Age_gender,Male,293215
201516,,NATIONAL,E92000001,England,State-funded primary,Age_9,Age_gender,Female,282815
201516,,NATIONAL,E92000001,England,State-funded primary,Age_10,Age,Total,561020
201516,,NATIONAL,E92000001,England,State-funded primary,Age_10,Age_gender,Male,285050
201516,,NATIONAL,E92000001,England,State-funded primary,Age_10,Age_gender,Female,275970
201516,,NATIONAL,E92000001,England,State-funded primary,Age_11,Age,Total,1195
201516,,NATIONAL,E92000001,England,State-funded primary,Age_11,Age_gender,Male,670
201516,,NATIONAL,E92000001,England,State-funded primary,Age_11,Age_gender,Female,525
201516,,NATIONAL,E92000001,England,State-funded primary,Age_12,Age,Total,250
201516,,NATIONAL,E92000001,England,State-funded primary,Age_12,Age_gender,Male,120
201516,,NATIONAL,E92000001,England,State-funded primary,Age_12,Age_gender,Female,130
201516,,NATIONAL,E92000001,England,State-funded primary,Age_13,Age,Total,x
201516,,NATIONAL,E92000001,England,State-funded primary,Age_13,Age_gender,Female,x
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_White_Total,Ethnicity,Total,2741665
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_White_Total,Ethnicity_gender,Male,1399280
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_White_Total,Ethnicity_gender,Female,1342385
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_British,Ethnicity,Total,2483505
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_British,Ethnicity_gender,Male,1267255
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_British,Ethnicity_gender,Female,1216250
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Irish,Ethnicity,Total,10035
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Irish,Ethnicity_gender,Male,5100
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Irish,Ethnicity_gender,Female,4935
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity,Total,3660
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity_gender,Male,1865
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity_gender,Female,1795
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Gypsy_Roma,Ethnicity,Total,13130
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Gypsy_Roma,Ethnicity_gender,Male,6695
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Gypsy_Roma,Ethnicity_gender,Female,6435
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_white_background,Ethnicity,Total,231340
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_white_background,Ethnicity_gender,Male,118370
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_white_background,Ethnicity_gender,Female,112975
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Mixed_Total,Ethnicity,Total,209030
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Mixed_Total,Ethnicity_gender,Male,105740
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Mixed_Total,Ethnicity_gender,Female,103295
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity,Total,55765
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity_gender,Male,27980
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity_gender,Female,27780
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_African,Ethnicity,Total,28715
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_African,Ethnicity_gender,Male,14340
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_African,Ethnicity_gender,Female,14375
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Asian,Ethnicity,Total,48880
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Asian,Ethnicity_gender,Male,24980
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Asian,Ethnicity_gender,Female,23895
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity,Total,75675
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity_gender,Male,38435
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity_gender,Female,37240
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Asian_Total,Ethnicity,Total,388370
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Asian_Total,Ethnicity_gender,Male,198085
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Asian_Total,Ethnicity_gender,Female,190285
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Indian,Ethnicity,Total,103825
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Indian,Ethnicity_gender,Male,53150
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Indian,Ethnicity_gender,Female,50675
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Pakistani,Ethnicity,Total,158585
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Pakistani,Ethnicity_gender,Male,80945
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Pakistani,Ethnicity_gender,Female,77640
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Bangladeshi,Ethnicity,Total,60785
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Bangladeshi,Ethnicity_gender,Male,30665
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Bangladeshi,Ethnicity_gender,Female,30120
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity,Total,65175
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity_gender,Male,33325
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity_gender,Female,31850
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Black_Total,Ethnicity,Total,208175
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Black_Total,Ethnicity_gender,Male,104635
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Black_Total,Ethnicity_gender,Female,103540
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_Caribbean,Ethnicity,Total,40940
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_Caribbean,Ethnicity_gender,Male,20635
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_Caribbean,Ethnicity_gender,Female,20305
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_African,Ethnicity,Total,139615
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_African,Ethnicity_gender,Male,69970
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_African,Ethnicity_gender,Female,69645
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_black_background,Ethnicity,Total,27620
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_black_background,Ethnicity_gender,Male,14030
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_black_background,Ethnicity_gender,Female,13590
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Chinese,Ethnicity,Total,15830
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Chinese,Ethnicity_gender,Male,7965
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Chinese,Ethnicity_gender,Female,7860
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Any_Other_Ethnic_Group,Ethnicity,Total,66530
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Any_Other_Ethnic_Group,Ethnicity_gender,Male,34190
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Any_Other_Ethnic_Group,Ethnicity_gender,Female,32340
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minority_ethnic_group,Ethnicity,Total,1146100
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minority_ethnic_group,Ethnicity_gender,Male,582640
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minority_ethnic_group,Ethnicity_gender,Female,563460
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Unclassified,Ethnicity,Total,26480
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Unclassified,Ethnicity_gender,Male,13590
201516,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Unclassified,Ethnicity_gender,Female,12890
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Nursery,NC_year,Total,310165
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Nursery,NC_year_gender,Male,156680
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Nursery,NC_year_gender,Female,153485
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Reception,NC_year,Total,650010
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Reception,NC_year_gender,Male,332625
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Reception,NC_year_gender,Female,317385
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_1,NC_year,Total,641960
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_1,NC_year_gender,Male,328205
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_1,NC_year_gender,Female,313755
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_2,NC_year,Total,631805
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_2,NC_year_gender,Male,322295
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_2,NC_year_gender,Female,309510
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_3,NC_year,Total,633720
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_3,NC_year_gender,Male,322810
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_3,NC_year_gender,Female,310910
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_4,NC_year,Total,609510
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_4,NC_year_gender,Male,310765
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_4,NC_year_gender,Female,298740
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_5,NC_year,Total,576015
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_5,NC_year_gender,Male,293195
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_5,NC_year_gender,Female,282820
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_6,NC_year,Total,561055
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_6,NC_year_gender,Male,285045
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_6,NC_year_gender,Female,276010
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_7,NC_year,Total,690
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_7,NC_year_gender,Male,360
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_7,NC_year_gender,Female,335
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_8,NC_year,Total,245
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_8,NC_year_gender,Male,115
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_8,NC_year_gender,Female,130
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Unclassified,NC_year,Total,0
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Unclassified,NC_year_gender,Male,0
201516,,NATIONAL,E92000001,England,State-funded primary,NC_Year_Unclassified,NC_year_gender,Female,0
201516,,NATIONAL,E92000001,England,State-funded primary,FSM_Eligible,FSM_Eligible,Total,672295
201516,,NATIONAL,E92000001,England,State-funded primary,FSM_NotEligible,FSM_Eligible,Total,3942875
201516,,NATIONAL,E92000001,England,State-funded primary,FSM_Unclassified,FSM_Eligible,Total,0
201516,,NATIONAL,E92000001,England,State-funded primary,FSM_eligible_in_last_6_years,FSM_eligible_in_last_6_years,Total,1070460
201516,,NATIONAL,E92000001,England,State-funded primary,FSM_not_eligible_in_last_6_years,FSM_eligible_in_last_6_years,Total,3234540
201516,,NATIONAL,E92000001,England,State-funded primary,FSM_unclassified_in_last_6_years,FSM_eligible_in_last_6_years,Total,310170
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_provision_No_identified_SEN,SEN_provision,Total,3996080
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_provision_Statement_or_EHCP,SEN_provision,Total,60445
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_provision_SEN_Support,SEN_provision,Total,558650
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Autistic_spectrum_disorder,SEN_primary_need,Total,38945
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Hearing_impairment,SEN_primary_need,Total,10085
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Moderate_learning_difficulty,SEN_primary_need,Total,154485
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Multi-sensory_impairment,SEN_primary_need,Total,1495
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_No_specialist_assessment,SEN_primary_need,Total,25395
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Other_difficulty/disability,SEN_primary_need,Total,26910
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Physical_disability,SEN_primary_need,Total,17565
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Profound_and_multiple_learning_difficulty,SEN_primary_need,Total,1730
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Social_emotional_and_mental_health,SEN_primary_need,Total,96180
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Speech_language_and_communications_needs,SEN_primary_need,Total,173400
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Severe_learning_difficulty,SEN_primary_need,Total,4560
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Specific_learning_difficulty,SEN_primary_need,Total,62730
201516,,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need_Visual_impairment,SEN_primary_need,Total,5620
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_0_to_10pc_most_deprived,IDACI_decile,Total,506150
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_10_to_20pc,IDACI_decile,Total,543340
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_20_to_30pc,IDACI_decile,Total,496885
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_30_to_40pc,IDACI_decile,Total,468405
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_40_to_50pc,IDACI_decile,Total,474135
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_50_to_60pc,IDACI_decile,Total,448640
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_60_to_70pc,IDACI_decile,Total,442985
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_70_to_80pc,IDACI_decile,Total,421635
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_80_to_90pc,IDACI_decile,Total,419080
201516,,NATIONAL,E92000001,England,State-funded primary,IDACI_decile_90_to_100pc_least_deprived,IDACI_decile,Total,393920
201516,,NATIONAL,E92000001,England,State-funded secondary,Total,Total,Total,3193420
201516,,NATIONAL,E92000001,England,State-funded secondary,Gender_male,Gender,Total,1604750
201516,,NATIONAL,E92000001,England,State-funded secondary,Gender_female,Gender,Total,1588665
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_4_and_under,Age,Total,11745
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_4_and_under,Age_gender,Male,6045
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_4_and_under,Age_gender,Female,5700
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_5,Age,Total,7070
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_5,Age_gender,Male,3540
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_5,Age_gender,Female,3530
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_6,Age,Total,6000
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_6,Age_gender,Male,2975
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_6,Age_gender,Female,3025
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_7,Age,Total,5845
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_7,Age_gender,Male,2910
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_7,Age_gender,Female,2935
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_8,Age,Total,5115
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_8,Age_gender,Male,2580
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_8,Age_gender,Female,2535
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_9,Age,Total,17415
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_9,Age_gender,Male,8760
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_9,Age_gender,Female,8655
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_10,Age,Total,19520
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_10,Age_gender,Male,10010
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_10,Age_gender,Female,9510
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_11,Age,Total,560140
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_11,Age_gender,Male,284490
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_11,Age_gender,Female,275655
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_12,Age,Total,544500
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_12,Age_gender,Male,276460
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_12,Age_gender,Female,268040
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_13,Age,Total,524630
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_13,Age_gender,Male,266170
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_13,Age_gender,Female,258460
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_14,Age,Total,527035
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_14,Age_gender,Male,266655
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_14,Age_gender,Female,260380
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_15,Age,Total,530450
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_15,Age_gender,Male,268105
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_15,Age_gender,Female,262345
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_16,Age,Total,222300
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_16,Age_gender,Male,106260
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_16,Age_gender,Female,116040
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_17,Age,Total,189520
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_17,Age_gender,Male,88295
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_17,Age_gender,Female,101225
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_18,Age,Total,21510
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_18,Age_gender,Male,11180
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_18,Age_gender,Female,10330
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_19_and_over,Age,Total,625
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_19_and_over,Age_gender,Male,315
201516,,NATIONAL,E92000001,England,State-funded secondary,Age_19_and_over,Age_gender,Female,310
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_White_Total,Ethnicity,Total,2426805
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_White_Total,Ethnicity_gender,Male,1219840
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_White_Total,Ethnicity_gender,Female,1206965
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_British,Ethnicity,Total,2255295
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_British,Ethnicity_gender,Male,1133430
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_British,Ethnicity_gender,Female,1121870
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Irish,Ethnicity,Total,10755
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Irish,Ethnicity_gender,Male,5410
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Irish,Ethnicity_gender,Female,5345
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity,Total,1145
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity_gender,Male,595
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity_gender,Female,545
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Gypsy_Roma,Ethnicity,Total,6890
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Gypsy_Roma,Ethnicity_gender,Male,3380
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Gypsy_Roma,Ethnicity_gender,Female,3510
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_white_background,Ethnicity,Total,152720
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_white_background,Ethnicity_gender,Male,77025
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_white_background,Ethnicity_gender,Female,75700
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Mixed_Total,Ethnicity,Total,148220
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Mixed_Total,Ethnicity_gender,Male,73765
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Mixed_Total,Ethnicity_gender,Female,74455
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity,Total,43305
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity_gender,Male,21135
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity_gender,Female,22170
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Black_African,Ethnicity,Total,17995
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Black_African,Ethnicity_gender,Male,8770
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Black_African,Ethnicity_gender,Female,9225
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Asian,Ethnicity,Total,34220
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Asian,Ethnicity_gender,Male,17230
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_White_and_Asian,Ethnicity_gender,Female,16990
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity,Total,52695
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity_gender,Male,26630
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity_gender,Female,26070
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Asian_Total,Ethnicity,Total,328425
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Asian_Total,Ethnicity_gender,Male,166085
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Asian_Total,Ethnicity_gender,Female,162340
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Indian,Ethnicity,Total,90720
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Indian,Ethnicity_gender,Male,46390
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Indian,Ethnicity_gender,Female,44330
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Pakistani,Ethnicity,Total,129585
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Pakistani,Ethnicity_gender,Male,65365
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Pakistani,Ethnicity_gender,Female,64215
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Bangladeshi,Ethnicity,Total,54550
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Bangladeshi,Ethnicity_gender,Male,26760
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Bangladeshi,Ethnicity_gender,Female,27790
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity,Total,53570
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity_gender,Male,27570
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity_gender,Female,26005
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Black_Total,Ethnicity,Total,173645
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Black_Total,Ethnicity_gender,Male,85520
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Major_Black_Total,Ethnicity_gender,Female,88125
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Black_Caribbean,Ethnicity,Total,42765
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Black_Caribbean,Ethnicity_gender,Male,21085
201516,,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_Minor_Black_Caribbean,Ethnicity_gender,Female,21680
