year,level,country_code,country,school_type,characteristic_desc,characteristic_1,characteristic_2,headcount
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_7,Female,310925
201516,NATIONAL,E92000001,England,State-funded primary,Age,Age_8,Total,609590
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_8,Male,310800
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_8,Female,298795
201516,NATIONAL,E92000001,England,State-funded primary,Age,Age_9,Total,576030
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_9,Male,293215
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_9,Female,282815
201516,NATIONAL,E92000001,England,State-funded primary,Age,Age_10,Total,561020
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_10,Male,285050
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_10,Female,275970
201516,NATIONAL,E92000001,England,State-funded primary,Age,Age_11,Total,1195
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_11,Male,670
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_11,Female,525
201516,NATIONAL,E92000001,England,State-funded primary,Age,Age_12,Total,250
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_12,Male,120
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_12,Female,130
201516,NATIONAL,E92000001,England,State-funded primary,Age,Age_13,Total,x
201516,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_13,Female,x
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_White_Total,Total,2741665
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_White_Total,Male,1399280
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_White_Total,Female,1342385
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_British,Total,2483505
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_British,Male,1267255
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_British,Female,1216250
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Irish,Total,10035
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Irish,Male,5100
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Irish,Female,4935
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,Total,3660
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Male,1865
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Female,1795
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,Total,13130
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Male,6695
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Female,6435
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_white_background,Total,231340
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Male,118370
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Female,112975
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Mixed_Total,Total,209030
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Male,105740
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Female,103295
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,Total,55765
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Male,27980
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Female,27780
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Black_African,Total,28715
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Male,14340
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Female,14375
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Asian,Total,48880
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Male,24980
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Female,23895
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,Total,75675
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Male,38435
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Female,37240
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Asian_Total,Total,388370
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Male,198085
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Female,190285
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Indian,Total,103825
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Indian,Male,53150
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Indian,Female,50675
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Pakistani,Total,158585
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Male,80945
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Female,77640
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Bangladeshi,Total,60785
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Male,30665
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Female,30120
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,Total,65175
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Male,33325
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Female,31850
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Black_Total,Total,208175
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Black_Total,Male,104635
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Black_Total,Female,103540
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Black_Caribbean,Total,40940
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Male,20635
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Female,20305
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Black_African,Total,139615
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Black_African,Male,69970
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Black_African,Female,69645
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_black_background,Total,27620
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Male,14030
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Female,13590
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Chinese,Total,15830
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Chinese,Male,7965
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Chinese,Female,7860
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_Other_Ethnic_Group,Total,66530
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_Other_Ethnic_Group,Male,34190
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_Other_Ethnic_Group,Female,32340
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minority_ethnic_pupil,Total,1146100
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minority_ethnic_pupil,Male,582640
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minority_ethnic_pupil,Female,563460
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Unclassified,Total,26480
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Unclassified,Male,13590
201516,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Unclassified,Female,12890
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_Nursery,Total,310165
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Nursery,Male,156680
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Nursery,Female,153485
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_Reception,Total,650010
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Reception,Male,332625
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Reception,Female,317385
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_1,Total,641960
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_1,Male,328205
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_1,Female,313755
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_2,Total,631805
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_2,Male,322295
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_2,Female,309510
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_3,Total,633720
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_3,Male,322810
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_3,Female,310910
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_4,Total,609510
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_4,Male,310765
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_4,Female,298740
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_5,Total,576015
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_5,Male,293195
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_5,Female,282820
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_6,Total,561055
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_6,Male,285045
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_6,Female,276010
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_7,Total,690
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_7,Male,360
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_7,Female,335
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_8,Total,245
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_8,Male,115
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_8,Female,130
201516,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_Unclassified,Total,0
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Unclassified,Male,0
201516,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Unclassified,Female,0
201516,NATIONAL,E92000001,England,State-funded primary,FSM_Eligible,FSM_Eligible,Total,672295
201516,NATIONAL,E92000001,England,State-funded primary,FSM_Eligible,FSM_NotEligible,Total,3942875
201516,NATIONAL,E92000001,England,State-funded primary,FSM_Eligible,FSM_Unclassified,Total,0
201516,NATIONAL,E92000001,England,State-funded primary,FSM_eligible_in_last_6_years,FSM_eligible_in_last_6_years,Total,1070460
201516,NATIONAL,E92000001,England,State-funded primary,FSM_eligible_in_last_6_years,FSM_not_eligible_in_last_6_years,Total,3234540
201516,NATIONAL,E92000001,England,State-funded primary,FSM_eligible_in_last_6_years,FSM_unclassified_in_last_6_years,Total,310170
201516,NATIONAL,E92000001,England,State-funded primary,SEN_provision,SEN_Provision_No_SEN,Total,3996080
201516,NATIONAL,E92000001,England,State-funded primary,SEN_provision,SEN_provision_SEN_with_statement_EHC,Total,60445
201516,NATIONAL,E92000001,England,State-funded primary,SEN_provision,SEN_provision_SEN_without_statement,Total,558650
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Autistic_spectrum_disorder,Total,38945
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Hearing_impairment,Total,10085
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Moderate_learning_difficulty,Total,154485
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Multisensory_impairment,Total,1495
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_No_specialist_assessment,Total,25395
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Other_difficulty_disability,Total,26910
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Physical_disability,Total,17565
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Profound_and_multiple_learning_difficulty,Total,1730
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Social_emotional_and_mental_health,Total,96180
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Speech_language_and_communications_needs,Total,173400
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Severe_learning_difficulty,Total,4560
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Specific_learning_difficulty,Total,62730
201516,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Visual_impairment,Total,5620
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_0_to_10pc_most_deprived,Total,506150
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_10_to_20pc,Total,543340
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_20_to_30pc,Total,496885
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_30_to_40pc,Total,468405
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_40_to_50pc,Total,474135
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_50_to_60pc,Total,448640
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_60_to_70pc,Total,442985
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_70_to_80pc,Total,421635
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_80_to_90pc,Total,419080
201516,NATIONAL,E92000001,England,State-funded primary,IDACI_decile,IDACI_decile_90_to_100pc_least_deprived,Total,393920
201516,NATIONAL,E92000001,England,State-funded secondary,Total,Total,Total,3193420
201516,NATIONAL,E92000001,England,State-funded secondary,Gender,Gender_male,Total,1604750
201516,NATIONAL,E92000001,England,State-funded secondary,Gender,Gender_female,Total,1588665
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_4_and_under,Total,11745
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_4_and_under,Male,6045
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_4_and_under,Female,5700
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_5,Total,7070
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_5,Male,3540
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_5,Female,3530
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_6,Total,6000
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_6,Male,2975
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_6,Female,3025
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_7,Total,5845
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_7,Male,2910
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_7,Female,2935
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_8,Total,5115
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_8,Male,2580
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_8,Female,2535
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_9,Total,17415
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_9,Male,8760
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_9,Female,8655
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_10,Total,19520
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_10,Male,10010
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_10,Female,9510
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_11,Total,560140
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_11,Male,284490
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_11,Female,275655
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_12,Total,544500
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_12,Male,276460
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_12,Female,268040
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_13,Total,524630
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_13,Male,266170
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_13,Female,258460
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_14,Total,527035
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_14,Male,266655
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_14,Female,260380
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_15,Total,530450
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_15,Male,268105
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_15,Female,262345
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_16,Total,222300
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_16,Male,106260
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_16,Female,116040
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_17,Total,189520
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_17,Male,88295
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_17,Female,101225
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_18,Total,21510
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_18,Male,11180
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_18,Female,10330
201516,NATIONAL,E92000001,England,State-funded secondary,Age,Age_19_and_over,Total,625
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_19_and_over,Male,315
201516,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_19_and_over,Female,310
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_White_Total,Total,2426805
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_White_Total,Male,1219840
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_White_Total,Female,1206965
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_British,Total,2255295
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_British,Male,1133430
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_British,Female,1121870
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Irish,Total,10755
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Irish,Male,5410
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Irish,Female,5345
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,Total,1145
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Male,595
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Female,545
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,Total,6890
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Male,3380
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Female,3510
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_white_background,Total,152720
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Male,77025
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Female,75700
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Mixed_Total,Total,148220
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Male,73765
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Female,74455
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,Total,43305
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Male,21135
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Female,22170
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_African,Total,17995
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Male,8770
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Female,9225
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Asian,Total,34220
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Male,17230
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Female,16990
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,Total,52695
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Male,26630
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Female,26070
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Asian_Total,Total,328425
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Male,166085
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Female,162340
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Indian,Total,90720
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Indian,Male,46390
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Indian,Female,44330
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Pakistani,Total,129585
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Male,65365
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Female,64215
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Bangladeshi,Total,54550
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Male,26760
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Female,27790
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,Total,53570
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Male,27570
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Female,26005
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Black_Total,Total,173645
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Black_Total,Male,85520
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Black_Total,Female,88125
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Black_Caribbean,Total,42765
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Male,21085
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Female,21680
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Black_African,Total,109750
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Black_African,Male,53920
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Black_African,Female,55830
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_black_background,Total,21130
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Male,10515
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Female,10615
201516,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Chinese,Total,12765
