time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,perm_physical_pupils,perm_physical_adult,perm_verbal_pupil,perm_verbal_adult,perm_bullying,perm_racist_abuse,perm_sexual_misconduct,perm_drug_alcohol,perm_damage,perm_theft,perm_persistent_disruptive,perm_other,fixed_physical_pupils,fixed_physical_adult,fixed_verbal_pupil,fixed_verbal_adult,fixed_bullying,fixed_racist_abuse,fixed_sexual_misconduct,fixed_drug_alcohol,fixed_damage,fixed_theft,fixed_persistent_disruptive,fixed_other
academic year,200607,local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Special,0,0,0,0,0,0,0,0,0,0,0,x,21,56,8,24,x,0,0,x,17,0,40,21
academic year,200607,local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,4.53846,x,0,3.07692,0,0,x,0,0,0,4.61538,7.69231,249,39,52,359,33,46,13,6,44,41,382,435
academic year,200607,local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,State-funded primary,3,0,0,0,0,0,0,0,0,0,0,0,32,16,7,28,5,7,0,0,3,7,81,13
academic year,200607,local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,State-funded secondary,x,x,0,3.07692,0,0,x,0,0,0,4.61538,7.69231,217,23,45,331,28,39,9,6,41,34,301,422
academic year,200607,local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Total,11,5,0,4,0,0,0,x,0,0,7,x,280,51,38,407,10,7,9,19,35,39,206,340
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,State-funded primary,x,x,0,x,0,0,0,x,0,0,x,0,30,14,x,12,0,0,x,0,x,x,21,15
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,State-funded secondary,10,3,0,x,0,0,0,x,0,0,5,x,247,29,35,386,10,7,7,19,34,38,176,325
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,3,8,x,9,0,0,0,0,0,0,9,0
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Total,12.3077,7.46154,x,12.2692,0,0,x,0,x,0,26.0385,4.46154,499,188,99,688,48,25,32,55,149,56,701,270
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,State-funded primary,4.5,3,0,0,0,0,0,0,0,0,x,0,53,64,9,37,0,x,0,x,x,4,115,4
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,State-funded secondary,7.80769,4.46154,x,12.2692,0,0,x,0,x,0,24.5385,4.46154,415,53,87,646,39,24,31,50,105,52,575,266
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Special,0,0,0,0,0,0,0,0,0,0,0,0,31,71,3,5,9,0,x,3,42,0,11,0
academic year,200607,local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,60.1644,36.3567,9.72885,27.1067,5.71154,x,3.42692,20.4192,x,x,113.096,81.8404,2623,404,491,2442,239,141,80,271,345,249,2571,4436
academic year,200607,local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,State-funded primary,10.0625,15.8125,x,4.3125,0,0,0,0,0,x,8.625,x,291,145,59,159,12,6,x,3,36,5,328,95
academic year,200607,local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,State-funded secondary,47.9769,19.4192,6.85385,19.4192,5.71154,x,3.42692,19.4192,x,x,101.096,78.9654,2261,210,410,2244,215,133,77,267,289,237,2201,4307
academic year,200607,local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Special,x,x,0,3.375,0,0,0,x,0,0,3.375,0,71,49,22,39,12,x,x,x,20,7,42,34
academic year,200607,local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Total,4.90909,8.83636,3.92727,3.92727,0,x,x,x,x,0,24.5455,x,706,157,137,747,47,77,32,43,83,64,1453,398
academic year,200607,local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,97,81,18,52,0,6,x,x,14,3,193,16
academic year,200607,local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,State-funded secondary,4.90909,8.83636,3.92727,3.92727,0,x,x,x,x,0,24.5455,x,608,76,118,695,47,71,30,42,69,61,1260,381
academic year,200607,local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Special,0,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,x
academic year,200607,local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Total,53.6728,27.0489,14.7943,19.198,x,x,x,9.90826,0,7.70642,84.13,45.0367,1830,325,266,2042,201,87,97,207,206,162,1727,2168
academic year,200607,local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,State-funded primary,6.33333,6.33333,x,x,0,0,0,0,0,0,3.16667,0,203,107,44,103,8,8,x,x,18,10,182,52
academic year,200607,local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,State-funded secondary,47.3394,18.7156,13.211,17.6147,x,x,x,9.90826,0,7.70642,75.9633,44.0367,1561,130,209,1888,162,72,87,202,175,151,1387,2045
academic year,200607,local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Special,0,x,0,0,0,0,0,0,0,0,5,x,66,88,13,51,31,7,8,4,13,x,158,71
academic year,200607,local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Total,7.14286,4.85714,5.71429,x,0,0,0,x,0,0,10,0,146,49,26,263,9,12,9,35,36,14,285,105
academic year,200607,local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,23,23,3,15,0,x,0,0,4,x,41,3
academic year,200607,local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,State-funded secondary,7.14286,x,5.71429,x,0,0,0,x,0,0,10,0,123,26,23,248,9,11,9,35,32,12,237,102
academic year,200607,local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
academic year,200607,local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Total,x,x,0,0,0,0,0,0,0,0,4.6875,8.4375,325,61,58,411,12,12,8,31,36,15,456,109
academic year,200607,local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,55,30,16,32,9,x,x,0,5,0,45,18
academic year,200607,local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,State-funded secondary,x,x,0,0,0,0,0,0,0,0,4.6875,8.4375,270,30,41,377,3,10,5,31,31,15,410,91
academic year,200607,local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,x,0,0,0,x,0
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,26.0833,18.7917,x,20.8611,4.16667,0,3.125,6.25,3.125,x,38.6111,19.8056,1318,276,165,1490,144,84,41,82,184,133,1278,1649
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,State-funded primary,3.16667,6.33333,x,x,0,0,0,0,0,0,5.27778,x,207,120,33,60,13,5,4,4,17,10,133,29
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,State-funded secondary,22.9167,11.4583,x,18.75,4.16667,0,3.125,6.25,3.125,x,33.3333,18.75,1101,143,130,1427,131,79,37,78,167,123,1136,1620
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Special,0,x,0,0,0,0,0,0,0,0,0,0,10,13,x,3,0,0,0,0,0,0,9,0
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,9.22326,11.7899,4.09756,9.22326,0,0,3.07317,x,x,3.02439,12.7617,13.2195,561,222,128,494,49,31,22,23,83,52,466,394
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,State-funded primary,3.07692,7.69231,0,3.07692,0,0,0,0,x,0,4.61538,0,82,68,30,45,3,3,3,0,4,x,70,20
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,State-funded secondary,6.14634,4.09756,4.09756,6.14634,0,0,3.07317,x,0,3.02439,8.14634,13.2195,475,143,98,449,46,28,19,23,77,49,396,366
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Special,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,x,x,0,8
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,x,3,0,x,0,0,0,x,0,0,7,6,333,60,64,377,36,18,20,46,38,36,327,458
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,State-funded primary,0,0,0,0,0,0,0,0,0,0,x,0,13,8,10,21,x,0,x,0,x,x,36,8
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,State-funded secondary,x,3,0,x,0,0,0,x,0,0,6,6,318,41,52,351,30,16,18,46,30,34,285,446
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,x,11,x,5,4,x,0,0,7,0,6,4
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,5.41667,3.16667,0,x,x,0,0,x,0,0,5.08333,x,464,109,77,481,40,11,16,39,61,24,433,422
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,State-funded primary,0,x,0,0,0,0,0,0,0,0,x,0,70,51,6,44,6,x,5,0,9,0,140,5
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,State-funded secondary,5.41667,x,0,x,x,0,0,x,0,0,4.08333,x,382,51,70,422,26,9,10,35,48,24,273,407
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Special,0,0,0,0,0,0,0,0,0,0,0,0,12,7,x,15,8,0,x,4,4,0,20,10
academic year,200607,local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,7.09259,6.09259,3.03704,12.2037,0,0,0,7.12963,x,x,21.3333,5.05556,513,89,85,543,60,15,21,106,47,32,545,613
academic year,200607,local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,State-funded primary,x,x,x,x,0,0,0,0,0,0,x,0,114,54,22,52,4,x,0,0,x,x,100,23
academic year,200607,local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,State-funded secondary,5.09259,5.09259,x,11.2037,0,0,0,7.12963,x,x,18.3333,3.05556,394,31,62,488,56,13,21,106,44,31,442,581
academic year,200607,local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Special,0,0,0,0,0,0,0,0,0,0,x,x,5,4,x,3,0,0,0,0,x,0,3,9
academic year,200607,local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Total,0,x,x,7.05556,0,0,0,0,x,0,6.94444,7.69444,566,110,178,883,70,27,41,96,136,91,1053,658
academic year,200607,local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,State-funded primary,0,0,x,x,0,0,0,0,0,0,0,x,64,19,18,35,0,x,0,0,7,0,89,9
academic year,200607,local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,State-funded secondary,0,x,x,5.55556,0,0,0,0,x,0,6.94444,6.94444,497,90,158,848,69,25,41,96,129,91,959,649
academic year,200607,local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Special,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,0,x,0,0,0,0,0,5,0
academic year,200607,local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,8.6875,9.61607,5.58929,18.9107,0,0,x,6.42857,4.28571,6.42857,46.7679,18.2143,789,123,178,1028,66,32,26,94,113,123,1487,1019
academic year,200607,local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,State-funded primary,x,x,x,7.125,0,0,0,0,0,0,7.125,0,60,39,19,35,3,0,x,0,4,0,91,16
academic year,200607,local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,State-funded secondary,7.5,6.42857,3.21429,11.7857,0,0,x,6.42857,4.28571,6.42857,39.6429,18.2143,692,34,146,954,48,30,23,82,99,111,1343,981
academic year,200607,local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Special,0,x,0,0,0,0,0,0,0,0,0,0,37,50,13,39,15,x,x,12,10,12,53,22
academic year,200607,local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,36.8778,14.8222,8.47778,22.9778,3.13333,x,4.3,11.4889,x,4.17778,66.3222,30.2889,1523,304,342,1840,139,113,73,205,261,298,1848,1800
academic year,200607,local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,State-funded primary,3.5,x,x,0,0,0,x,0,0,0,5.83333,0,203,111,47,91,5,13,4,0,16,7,236,54
academic year,200607,local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,State-funded secondary,32.3778,11.4889,7.31111,22.9778,3.13333,x,3.13333,11.4889,x,4.17778,58.4889,30.2889,1215,111,275,1656,134,93,63,199,225,288,1441,1706
academic year,200607,local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Special,x,x,0,0,0,0,0,0,0,0,x,0,105,82,20,93,0,7,6,6,20,3,171,40
academic year,200607,local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Total,x,x,x,0,x,0,0,0,x,0,6,3,188,29,71,356,19,10,6,16,40,19,188,217
academic year,200607,local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,State-funded primary,x,0,0,0,0,0,0,0,0,0,x,0,4,3,x,0,0,0,0,0,0,0,4,0
academic year,200607,local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,State-funded secondary,x,x,x,0,x,0,0,0,x,0,5,3,184,26,70,356,19,10,6,16,40,19,184,217
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,14.9115,13.77,19.9314,12.4494,0,0,6.24463,13.6506,x,4.96386,37.4081,12.4096,818,187,157,724,86,49,43,103,100,87,709,408
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,State-funded primary,x,7.56522,x,x,0,0,x,0,x,0,11.3478,0,92,90,26,50,x,x,11,0,5,6,138,15
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,State-funded secondary,13.6506,6.20482,12.4096,9.92771,0,0,3.72289,13.6506,0,4.96386,26.0602,12.4096,712,76,130,661,84,47,32,102,95,81,544,385
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Special,0,0,5,0,0,0,0,0,0,0,0,0,14,21,x,13,0,0,0,x,0,0,27,8
academic year,200607,local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Total,16.9272,15.2325,x,15.0364,0,0,x,x,x,5.67227,38.8964,8.19328,943,209,221,1282,76,46,29,88,140,91,1194,955
academic year,200607,local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,State-funded primary,4.95238,6.19048,0,4.95238,0,0,0,0,0,0,9.90476,0,163,103,39,120,7,4,4,0,6,x,233,13
academic year,200607,local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,State-funded secondary,11.9748,5.04202,x,10.084,0,0,x,x,x,5.67227,28.9916,8.19328,762,93,179,1148,67,42,24,88,134,90,946,935
academic year,200607,local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Special,0,4,0,0,0,0,x,0,0,0,0,0,18,13,3,14,x,0,x,0,0,0,15,7
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Total,23.3614,17.9625,3.86517,11.397,x,x,x,5.79775,x,4.86517,39.2547,9.63109,1136,291,220,1420,99,44,62,148,189,122,1569,1105
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,State-funded primary,x,3.33333,0,x,0,0,0,0,0,0,3.33333,x,106,68,27,57,8,x,x,0,11,3,196,40
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,State-funded secondary,16.5281,14.6292,3.86517,9.73034,x,x,x,5.79775,x,4.86517,35.9213,8.79775,1001,182,191,1338,90,43,60,148,170,118,1345,1035
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Special,6,0,0,0,0,0,0,0,0,0,0,0,29,41,x,25,x,0,0,0,8,x,28,30
academic year,200607,local authority,E92000001,England,E12000001,North East,929,E06000048,Northumberland,Total,13.2364,4.57273,4.07273,7.12727,x,0,x,3.05455,0,0,12.7182,10.1818,476,104,85,542,19,20,17,40,87,31,485,344
academic year,200607,local authority,E92000001,England,E12000001,North East,929,E06000048,Northumberland,State-funded primary,0,x,0,0,0,0,0,0,0,0,x,0,22,33,x,20,0,0,x,0,3,0,19,9
academic year,200607,local authority,E92000001,England,E12000001,North East,929,E06000048,Northumberland,State-funded secondary,13.2364,4.07273,4.07273,7.12727,x,0,x,3.05455,0,0,12.2182,10.1818,441,53,79,504,14,20,16,40,77,30,443,335
academic year,200607,local authority,E92000001,England,E12000001,North East,929,E06000048,Northumberland,Special,0,0,0,0,0,0,0,0,0,0,0,0,13,18,5,18,5,0,0,0,7,x,23,0
academic year,200607,local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,18.5273,6.54545,x,6.65455,0,0,0,x,0,4.43636,27.4,x,727,191,177,1388,65,43,33,110,123,143,1185,282
academic year,200607,local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,State-funded primary,3,0,0,0,0,0,0,0,0,0,0,0,92,75,29,74,4,5,4,0,3,4,165,6
academic year,200607,local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,State-funded secondary,15.5273,5.54545,x,6.65455,0,0,0,x,0,4.43636,26.4,x,626,109,147,1312,60,38,26,109,113,139,1006,272
academic year,200607,local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Special,0,x,0,0,0,0,0,0,0,0,x,0,9,7,x,x,x,0,3,x,7,0,14,4
academic year,200607,local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Total,22,18,6,15,x,0,x,5,3,x,50,x,743,189,223,1365,68,29,42,179,144,90,1591,226
academic year,200607,local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,State-funded primary,x,9,0,x,0,0,x,0,0,0,9,0,80,81,20,73,x,3,7,0,10,7,134,21
academic year,200607,local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,State-funded secondary,20,8,6,13,x,0,x,5,3,x,41,x,640,76,184,1248,62,23,35,164,124,82,1226,205
academic year,200607,local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Special,0,x,0,0,0,0,0,0,0,0,0,0,23,32,19,44,4,3,0,15,10,x,231,0
academic year,200607,local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Total,8.88336,x,x,8.88336,x,0,0,5.56604,0,x,17.7667,14.4494,976,258,215,1445,77,41,46,78,134,79,1549,1252
academic year,200607,local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,State-funded primary,x,x,0,x,0,0,0,0,0,0,x,x,135,128,16,42,0,x,8,0,15,0,131,25
academic year,200607,local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,State-funded secondary,7.79245,x,x,7.79245,x,0,0,5.56604,0,x,15.5849,13.3585,830,119,194,1400,76,40,34,78,118,79,1411,1225
academic year,200607,local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Special,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,3,x,0,4,0,x,0,7,x
academic year,200607,local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Total,23.3811,18.1177,4.5035,20.9545,3.37762,0,3.29021,3.37762,x,x,101.613,9.00699,1408,308,369,1788,161,91,73,178,238,243,2439,1725
academic year,200607,local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,State-funded primary,3.11538,5.19231,0,5.19231,0,0,x,0,0,0,12.4615,0,149,81,28,77,3,6,0,3,17,x,234,50
academic year,200607,local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,State-funded secondary,20.2657,11.2587,4.5035,15.7622,3.37762,0,x,3.37762,x,x,87.8182,9.00699,1191,94,335,1682,126,84,71,172,198,237,2146,1641
